name,model_type,hidden_size,learning_rate,num_episodes,epsilon,online_learning_rate,memory_size,entropy_coefficient,training_agent_names,num_training_agents,cooperation_rate,retaliation_rate,forgiveness_rate,win_rate,avg_points_per_round,avg_score_per_game,score_variance,training_agents
Bot_482,RNN,14,0.005690269,35,0.08009964,0.19801182110793072,10,0.002521664,"Pavlov,AlwaysDefect,GrimTrigger,TitforTat,TwoTitsForTat,Opposite,TitForTwoTats",7,0.091919192,0.7649006622516556,0.6129032258064516,0.42105263157894735,2.4171717171717173,246.73684210526315,17670.930747922437,7
Bot_404,LSTM,22,0.041978501932054164,35,0.074873975,0.084501576,17,0.001408664,"TwoTitsForTat,TitforTat,Random,AlwaysDefect,Pavlov,MajorityRule,AlwaysCooperate,Opposite",8,0.056565657,0.7700453857791225,0.25,0.47368421052631576,2.2525252525252526,228.10526315789474,18816.62049861496,8
Bot_318,LSTM,27,0.010702955321495164,20,0.067139682,0.084150729,20,0.001109087,"TwoTitsForTat,MajorityRule,Pavlov,TitforTat,TitForTwoTats,GrimTrigger,Opposite",7,0.056565657,0.7585185185185185,0.2222222222222222,0.5263157894736842,2.193939393939394,221.68421052631578,12149.795013850415,7
Bot_136,LSTM,25,0.008210312,37,0.159638176,0.1015494785610824,19,0.001051884,"TwoTitsForTat,TitForTwoTats,GrimTrigger,AlwaysDefect,Opposite,TitforTat,Pavlov,Random",8,0.036363636,0.8343023255813954,0.3333333333333333,0.42105263157894735,2.1646464646464647,218.10526315789474,13006.620498614959,8
Bot_38,LSTM,19,0.014987582713304987,34,0.1146250599204431,0.12228094063089959,14,0.008288481,"AlwaysCooperate,Random,GrimTrigger,TwoTitsForTat,AlwaysDefect,TitforTat",6,0.021212121212121213,0.8661870503597122,0.3684210526315789,0.5263157894736842,2.1575757575757577,200.47368421052633,12840.565096952909,6
Bot_86,LSTM,11,0.007212468,20,0.15450517382634527,0.051388863,17,0.008352601,"TitForTwoTats,Opposite,AlwaysCooperate,TwoTitsForTat,AlwaysDefect,GrimTrigger,Pavlov",7,0.11818181818181818,0.7823529411764706,0.5697674418604651,0.3684210526315789,2.094949494949495,203.73684210526315,12231.457063711912,7
Bot_286,LSTM,14,0.030793166,25,0.078003942,0.11097230697443636,20,0.005042277,"AlwaysCooperate,MajorityRule,TitforTat,Random",4,0.060606061,0.8480113636363636,0.4411764705882353,0.2631578947368421,2.080808080808081,205.52631578947367,18127.30193905817,4
Bot_8,LSTM,18,0.04470759,37,0.17954542185123695,0.10055263177182582,10,0.003803694,"GrimTrigger,AlwaysCooperate,Random,Opposite",4,0,0.9017980636237898,0,0.5263157894736842,2.0787878787878786,192.26315789473685,14996.299168975069,4
Bot_298,LSTM,27,0.01145543,28,0.16158279782223847,0.060743057085369465,13,0.006606997,"AlwaysDefect,TitForTwoTats,MajorityRule,Random,Opposite,GrimTrigger",6,0.11313131313131314,0.7891654465592972,0.625,0.3684210526315789,2.0727272727272728,211.05263157894737,12408.155124653736,6
Bot_121,LSTM,29,0.04566632,34,0.10431393596636407,0.1376740981078219,20,0.001199915,"AlwaysDefect,AlwaysCooperate,Opposite,GrimTrigger,TitForTwoTats,TitforTat",6,0.028282828282828285,0.9259776536312849,0.14473684210526316,0.3684210526315789,2.0717171717171716,207.1578947368421,18892.238227146816,6
Bot_380,RNN,25,0.008227926,48,0.10125747470733074,0.19290670153662196,18,0.001913874,"AlwaysCooperate,TitforTat,TitForTwoTats,Random,MajorityRule,TwoTitsForTat,Pavlov,Opposite",8,0.18181818181818182,0.7023809523809523,0.7575757575757576,0.2631578947368421,2.0585858585858587,211.73684210526315,18242.614958448754,8
Bot_497,RNN,10,0.010136723207252986,43,0.1940807540822757,0.1327209635118679,15,0.005900657,"Random,TitforTat,AlwaysCooperate,AlwaysDefect,Pavlov,MajorityRule,TitForTwoTats,TwoTitsForTat",8,0.15555555555555556,0.7544117647058823,0.7,0.3157894736842105,2.0464646464646465,189.21052631578948,13403.113573407203,8
Bot_4,LSTM,20,0.008611455,28,0.07987359,0.19451456302401884,14,0.007504776,"TitforTat,GrimTrigger,TwoTitsForTat,Pavlov,MajorityRule",5,0.073737374,0.8081232492997199,0.8285714285714286,0.47368421052631576,2.036363636363636,206.6315789473684,16075.811634349031,5
Bot_443,LSTM,17,0.011314629903044245,33,0.096914824,0.084357787,13,0.003153632,"AlwaysCooperate,TitForTwoTats,AlwaysDefect,Opposite,TitforTat,MajorityRule",6,0.005050505,0.9092140921409214,0.014705882352941176,0.5263157894736842,2.011111111111111,186.42105263157896,15146.243767313019,6
Bot_273,LSTM,20,0.015400590121043355,31,0.11587575855743677,0.13297505494450604,20,0.001461592,"MajorityRule,TitforTat,Pavlov,AlwaysDefect",4,0.063636364,0.8626907073509015,0.19191919191919193,0.42105263157894735,1.998989898989899,193.8421052631579,13985.711911357339,4
