name,model_type,hidden_size,learning_rate,num_episodes,epsilon,online_learning_rate,memory_size,entropy_coefficient,training_agent_names,num_training_agents,cooperation_rate,retaliation_rate,forgiveness_rate,win_rate,avg_points_per_round,avg_score_per_game,score_variance,training_agents
Bot_243,RNN,17,0.03910443833158156,40,0.12410674077811046,0.0753429349526163,14,0.004679651899686015,"MajorityRule,GrimTrigger,Opposite,AlwaysCooperate,TwoTitsForTat,TitforTat",6,0.1678391959798995,0.7656376929325751,0.8500797448165869,0.15254237288135594,1.5038525963149079,301.2881355932203,33500.03562194772,6
Bot_244,RNN,21,0.03127843437878265,24,0.14628639842489052,0.05065104284518399,14,0.0010299851625086625,"AlwaysCooperate,TitForTwoTats,GrimTrigger,Random",4,0.2981574539363484,0.672327286761868,0.8966565349544073,0.05084745762711865,1.1748743718592964,236.08474576271186,9076.518241884514,4
Bot_245,RNN,19,0.019397878309553588,29,0.06120892205802357,0.08420079765056233,18,0.00206198856136041,"AlwaysDefect,TitforTat,Opposite",3,0.12964824120603016,0.8207600680657969,0.8632958801498127,0.1694915254237288,1.3134003350083752,261.7457627118644,20996.291295604704,3
Bot_246,LSTM,31,0.013876914045420167,33,0.06151493456076674,0.18173254913343298,18,0.008100078211820573,"Pavlov,Random,TitforTat,Opposite,AlwaysCooperate,TwoTitsForTat,MajorityRule,GrimTrigger",8,0.0,0.9344534711964549,0.0,0.4915254237288136,1.3711892797319933,273.3050847457627,7552.11031312841,8
Bot_247,LSTM,11,0.019239340469732618,21,0.19959284201637367,0.07083596572215718,14,0.007435107103474414,"Opposite,MajorityRule,Pavlov,Random,AlwaysDefect,GrimTrigger,TwoTitsForTat,TitforTat",8,0.12613065326633166,0.8023893458676067,0.7355555555555555,0.2033898305084746,1.4360134003350085,280.93220338983053,14291.419132433206,8
Bot_248,LSTM,23,0.04083052855201088,47,0.14314282689639884,0.1520951092274848,14,0.0018297577225588676,"TwoTitsForTat,Pavlov,TitForTwoTats,MajorityRule,AlwaysDefect,AlwaysCooperate",6,0.06515912897822446,0.9073893546500292,0.7202797202797202,0.3728813559322034,1.4606365159128978,292.10169491525426,11038.091353059468,6
Bot_249,LSTM,20,0.023309248101109285,31,0.1565071042155347,0.06155809325747162,14,0.006823783642968243,"Random,Opposite,TitforTat,Pavlov",4,0.08006700167504188,0.8750737753295298,0.696969696969697,0.2542372881355932,1.5008375209380234,299.6271186440678,28089.894857799485,4
Bot_250,LSTM,27,0.03899771944300836,26,0.09614008293437415,0.1394633054089677,18,0.009460936085785555,"GrimTrigger,TitforTat,Random,AlwaysDefect,TitForTwoTats,Pavlov",6,0.09095477386934674,0.8491663435440093,0.8282828282828283,0.288135593220339,1.433500837520938,286.4237288135593,17521.159436943406,6
Bot_251,LSTM,26,0.01471841903535636,20,0.10398674563288425,0.10346602141453604,10,0.008913927141835561,"AlwaysCooperate,TwoTitsForTat,TitForTwoTats,Pavlov,TitforTat",5,0.18911222780569514,0.6933983163491361,0.6327543424317618,0.22033898305084745,1.753433835845896,351.4237288135593,52700.61706406204,5
Bot_252,RNN,13,0.018240413566204924,21,0.08864702264822676,0.15607495991948503,11,0.005493917363892804,"TitForTwoTats,Random,TitforTat,Pavlov,MajorityRule",5,0.2628140703517588,0.6409445498629559,0.8495971351835273,0.1694915254237288,1.503350083752094,296.1525423728813,21968.60384946855,5
Bot_253,LSTM,10,0.03220897115183383,27,0.18794432699337443,0.13510032467607289,14,0.002675988992698609,"MajorityRule,Opposite,Pavlov,TwoTitsForTat,AlwaysCooperate",5,0.06968174204355108,0.8837078651685393,0.8562091503267973,0.288135593220339,1.3487437185929647,268.96610169491527,17595.320884803215,5
Bot_254,RNN,25,0.009456409286235997,33,0.12213531026332752,0.08556119139577809,11,0.002590792633285142,"GrimTrigger,Pavlov,TitforTat,Random,Opposite,TwoTitsForTat,AlwaysDefect",7,0.2155778894472362,0.7500510099979596,0.8177641653905053,0.22033898305084745,1.444388609715243,284.76271186440675,23053.130135018673,7
Bot_255,LSTM,25,0.02650275446901832,33,0.18370732819620916,0.05627852436317039,14,0.0017752572085850096,"AlwaysDefect,TwoTitsForTat,TitForTwoTats,AlwaysCooperate,Opposite,GrimTrigger",6,0.006867671691792295,0.9276427360090447,1.0,0.4067796610169492,1.4373534338358458,287.50847457627117,21205.19908072393,6
Bot_256,LSTM,19,0.0484373991978442,43,0.11211119041331483,0.1690104424099053,19,0.003768035904008662,"Pavlov,GrimTrigger,Random",3,0.02964824120603015,0.9132385938668661,0.7768595041322315,0.3559322033898305,1.3844221105527639,275.8813559322034,10923.257110025854,3
Bot_257,LSTM,13,0.005542255198058201,23,0.08253282294338854,0.07255537357781126,20,0.00354615478728211,"Pavlov,MajorityRule,TitforTat,Opposite,GrimTrigger,TwoTitsForTat,TitForTwoTats",7,0.08090452261306533,0.8617840375586855,0.8825757575757576,0.2033898305084746,1.3393634840871023,263.864406779661,9212.523987359953,7
